역코드(내부),역코드(외부),출구번호,건물명
2530,529,4,서울서부지방법원
2530,529,4,공덕1동
2530,529,4,서울서부지방검찰청
2530,529,5,공덕시장
2530,529,5,사랑의 전화 마포종합사회복지관
2530,529,6,효창공원방면
2530,529,6,한겨레신문사
2530,529,6,한국사회복지회관
2530,529,6,만리동고개
2530,529,7,용마루고개
2530,529,8,도화동 주민센터
2530,529,8,도화1동
2530,529,8,도화치안센터
2530,529,8,경찰공제회
2531,530,1,한세사이버보안고등학교
2531,530,1,태화샘솟는집(정신장애인 희망클럽)
2531,530,1,마포경찰서
2531,530,1,삼성래미안 공덕5차 아파트
2531,530,1,공덕동로터리 방면
2531,530,1,아현동 주민센터
2531,530,1,서울서부지방법원 등기국
2531,530,1,공덕지구대
2531,530,1,신한은행
2531,530,2,아현시장
2531,530,2,아현중학교
2531,530,2,아현초등학교
2531,530,2,마포래미안푸르지오 아파트
2531,530,2,나이스신용정보 마포사옥
2531,530,2,아현산업정보학교
2531,530,3,공덕 자이아파트
2531,530,3,뮤지스땅스(아현음악창작소)
2531,530,3,아현 아이파크 아파트
2531,530,3,서부수도사업소
2531,530,3,마포평생학습관(아현분관)
2531,530,3,아현동로터리방면
2531,530,4,공덕 119안전센터
2531,530,4,서울소의초등학교
2531,530,4,서울서부지방법원
2531,530,4,공덕동주민센터
2531,530,4,공덕동
2531,530,4,환일중학교
2531,530,4,환일고등학교
2531,530,4,마포노인복지센터
2531,530,4,서울서부지방검찰청
2531,530,4,고려아카데미텔
2531,530,4,아현공원
2531,530,4,삼성래미안 공덕2차 아파트
2532,531,1,충정로삼거리방면
2532,531,10,충정로삼거리
2532,531,10,종근당
2532,531,2,충정타워
2532,531,2,충정로3가
2532,531,3,주한프랑스대사관
2532,531,3,서울시상수도사업본부
2532,531,4,서소문근린공원
2532,531,4,의주로2가방면
2532,531,5,중림동
2532,531,5,봉래초등학교
2532,531,5,삼성사이버빌리지
2532,531,5,손기정공원
2532,531,6,서부수도사업소
2532,531,6,아현동방면
2532,531,7,북아현동가구상가
2532,531,7,아현성결교회
2532,531,7,한국구세군100주년빌딩
2532,531,7,KT(아현지점)
2532,531,8,KAC한국예술원
2532,531,8,풍산빌딩
2532,531,8,우리은행충정로지점
2532,531,8,어바니엘위드더스타일 충정로아파트
2532,531,8,동아일보 충정로사옥
2532,531,8,경기대학교
2532,531,8,삼창빌딩
2532,531,9,국민연금공단 서울 북부지역본부
2532,531,9,미동초등학교
2532,531,9,합동
2533,532,1,한국가스안전공사 서울서부지사
2533,532,1,국민은행
2533,532,1,경기대학교
2533,532,1,아세아연합신학연구원
2533,532,1,경기초등학교
2533,532,1,상생EME학원
2533,532,1,인창중학교
2533,532,1,인창고등학교
2533,532,1,신한은행
2533,532,2,금화초등학교
2533,532,2,하나은행
2533,532,2,서대문고용안정센터
2533,532,2,영천시장
2533,532,2,충정로우체국
2533,532,2,감리교신학대학교
2533,532,2,동명여자중학교
2533,532,2,시립서대문노인종합복지관
2533,532,3,경희궁자이 아파트
2533,532,3,신한금융투자TFC강북금융센터
2533,532,3,센터포인트 돈의문
2533,532,4,경찰박물관
2533,532,4,적십자간호대학
2533,532,4,경희궁공원
2533,532,4,서울역사박물관
2533,532,4,서울시교육청
2533,532,4,내일신문사
2533,532,4,서울적십자병원
2533,532,4,4.19 혁명 기념 도서관
2533,532,4,강북삼성병원
2533,532,5,문화일보사
2533,532,5,경향신문사
2533,532,5,NH아트홀
2533,532,5,예원학교
2533,532,5,창덕여자중학교
2533,532,5,프란치스코교육회관
2533,532,5,정동극장
2533,532,5,농업박물관
2533,532,5,농협중앙회
2533,532,6,중앙일보사
2533,532,6,이화여자고등학교
2533,532,6,"바비엥-1,2,3 빌딩"
2533,532,6,에이스타워 빌딩
2533,532,6,FRASER PLACE빌딩
2533,532,6,외환은행
2533,532,6,신한은행
2533,532,6,이화여자외국어고등학교
2533,532,7,동북아역사재단
2533,532,7,서대문경찰서
2533,532,7,경찰청
2533,532,8,KT & G
2533,532,8,미동초등학교
2533,532,8,사조산업
2533,532,8,서대문세무서
2534,533,1,기독교 대한감리회 종교교회
2534,533,1,세계일보
2534,533,1,서울지방경찰청
2534,533,1,정부합동민원센터
2534,533,1,정부서울청사
2534,533,1,서울기록정보센터
2534,533,2,아주경제
2534,533,2,대한민국역사박물관
2534,533,2,서울지방국세청
2534,533,2,국립현대미술관 서울관
2534,533,2,청진공원
2534,533,2,케이트 윈타워
2534,533,2,연합뉴스
2534,533,2,종로구청
2534,533,2,국립민속박물관
2534,533,2,조계사 (템플스테이)
2534,533,2,광화문
2534,533,2,KT 광화문지사
2534,533,2,세종이야기
2534,533,2,미국대사관
2534,533,2,서울경제신문
2534,533,3,법무법인 세종
2534,533,3,더스퀘어치과
2534,533,3,세종대로사거리
2534,533,3,교보문고
2534,533,3,청운동
2534,533,4,기념비전
2534,533,4,헌혈의집 광화문센터
2534,533,4,광화문 지하보도
2534,533,5,서울시청
2534,533,5,동아일보사
2534,533,5,청계광장
2534,533,5,한국관광공사 서울센터
2534,533,5,광화문우체국
2534,533,5,예금보험공사
2534,533,5,청계천 모전교
2534,533,6,조선일보사
2534,533,6,서울특별시의회
2534,533,6,광화문 관광안내소
2534,533,6,덕수궁
2534,533,7,경희궁공원
2534,533,7,서울역사박물관
2534,533,8,세종문화회관
2534,533,8,구세군회관
2534,533,9,광화문
2534,533,9,해치마당
2534,533,9,경복궁
2534,533,9,광화문광장
2535,534,1,탑골공원(정문)방면
2535,534,10,종로귀금속거리
2535,534,11,종묘시민공원
2535,534,12,"대림상가,세운상가"
2535,534,13,"청계천 가는 길(190m),기계공구상가"
2535,534,14,"청계천 가는 길,서울청소년수련관"
2535,534,2,피맛골
2535,534,02월 01일,CGV피카디리1958
2535,534,3,종로3가방면
2535,534,3,종로119안전센터
2535,534,3,종로3가치안센터
2535,534,3,돈의동
2535,534,4,익선동
2535,534,4,낙원동
2535,534,5,서울경운학교
2535,534,5,종로세무서
2535,534,5,교동초등학교
2535,534,5,운현초등학교
2535,534,5,종로2가 우체국
2535,534,5,운현궁
2535,534,5,종로2가 파출소
2535,534,5,탑골공원(후문)방면
2535,534,5,숭실사이버대학교(종로캠퍼스)
2535,534,5,YBM어학원
2535,534,5,인사동방면
2535,534,5,낙원상가
2535,534,6,창덕궁
2535,534,6,"종로1,2,3,4가 자치센터"
2535,534,6,돈화문방면
2535,534,8,종묘
2535,534,9,구 단성사
2536,535,1,을지로3가.
2536,535,1,대림상가
2536,535,10,베스트웨스턴국도호텔
2536,535,10,삼풍상가
2536,535,10,대우건설
2536,535,10,을지로4가우체국
2536,535,2,산림동
2536,535,3,종로세운상가(종로전자타운)
2536,535,3,청계천 가는 길
2536,535,3,시계귀금속카메라시장
2536,535,3,미싱상가
2536,535,4,광장시장
2536,535,4,청계천 가는 길
2536,535,4,청계천4가
2536,535,4,청계천5가방면
2536,535,4,청계천4가방면
2536,535,6,국립의료원
2536,535,6,훈련원공원방면
2536,535,6,방산시장
2536,535,6,을지로5가
2536,535,7,호텔아카시아
2536,535,7,중부시장
2536,535,7,목재상가
2536,535,7,KT을지지점
2536,535,8,오장동
2536,535,8,사무집기상가
2536,535,8,배오개길
2536,535,9,덕수중학교
2536,535,9,충무로
2536,535,9,중구청
2537,536,1,청계천 가는 길
2537,536,1,을지로지하보도
2537,536,1,을지로7가우체국
2537,536,1,서울관광안내소
2537,536,10,을지로7가동
2537,536,14,청계천 가는 길
2537,536,2,한양공업고등학교
2537,536,2,광희초등학교
2537,536,2,한양중학교
2537,536,3,광희문
2537,536,5,쌍림빌딩
2537,536,5,쌍림동방면
2537,536,5,광희빌딩
2537,536,5,장충단공원방면
2537,536,6,퇴계로5가 우체국
2537,536,6,충무초등학교
2537,536,6,인쇄정보센타
2537,536,6,충무로5가동
2537,536,6,광희동 주민센터
2537,536,7,오장동방면
2537,536,7,아카시아호텔
2537,536,7,중부시장
2537,536,7,국립중앙의료원(도보10분)
2537,536,7,장충동방면
2537,536,9,광희동2가
2538,537,1,중부소방서
2538,537,1,무학치안센터
2538,537,1,중구보건소
2538,537,1,신당중앙교회
2538,537,1,신당동 주민센터
2538,537,1,장충초등학교
2538,537,1,신당동 떡볶이촌
2538,537,2,흥인초등학교
2538,537,2,신당푸르지오아파트
2538,537,2,금호여자중학교
2538,537,2,동화동 주민센터
2538,537,2,중구여성플라자
2538,537,2,청구 e편한세상아파트
2538,537,3,동산초등학교
2538,537,3,금호동길
2538,537,3,용봉근린공원
2538,537,3,삼성아파트
2538,537,3,대경중.정보산업고등학교
2538,537,3,청구동 주민센터
2539,538,1,농협
2539,538,1,금호파출소
2539,538,1,동아아파트
2539,538,1,금호중앙교회
2539,538,1,[우수경관조망명소]금호산
2539,538,1,금호공원
2539,538,1,금호우체국
2539,538,2,신금호파크자이아파트
2539,538,2,신당동현대아파트
2539,538,2,대경중.상업고등학교
2539,538,2,동산초등학교
2539,538,2,삼성아파트
2539,538,3,두산아파트
2539,538,3,금북시장
2539,538,3,신당동 푸르지오아파트
2539,538,3,한진타운아파트
2539,538,3,래미안금호하이리버아파트
2539,538,3,성동구립금호도서관
2539,538,3,대현경로복지관
2539,538,3,대현산배수지
2539,538,3,금호1가 주민센타
2539,538,3,금북초등학교
2539,538,3,금호여자중학교
2539,538,3,벽산아파트
2539,538,3,극동아파트
2539,538,4,e편한세상금호파크힐스아파트
2539,538,4,성동구보건소금호분소
2539,538,4,금호고등학교
2539,538,5,금호 푸르지오아파트
2539,538,5,금호자이 2차 아파트
2539,538,5,열린금호교육문화관
2539,538,5,금호초등학교
2539,538,5,금호자이 1차 아파트
2539,538,5,"금호2, 3가동 주민센타"
2539,538,5,금남시장방면
2539,538,5,금호119안전센터
2540,539,1,풍림아이원아파트
2540,539,1,극동아파트
2540,539,1,대림아파트
2540,539,1,금북초등학교방면
2540,539,1,금북시장
2540,539,1,금호동로터리방면
2540,539,2,성산중앙교회
2540,539,2,행현초등학교
2540,539,2,무학교회
2540,539,2,왕십리방면
2540,539,2,행당2동주민센터
2540,539,2,행당브라운스톤아파트
2540,539,2,최영인소아청소년과
2540,539,2,무학현대아파트
2540,539,2,한신무학아파트
2540,539,2,장미치과
2540,539,2,행당2동지구대
2540,539,2,행당시장
2540,539,3,문영일이비인후과의원
2540,539,3,성동구립도서관
2540,539,3,행당두산위브아파트
2540,539,3,행당전화국
2540,539,3,"성동구의회,구민회관"
2540,539,3,행당초등학교
2540,539,3,신동아아파트
2540,539,3,행당한신아파트
2540,539,3,서울숲행당푸르지오
2540,539,3,무학여자고등학교
2540,539,3,무학중학교
2540,539,4,행당동한진타운
2540,539,4,벽산아파트
2540,539,4,한진아파트
2541,540,1,성동구보건소방면
2541,540,1,도선동 주민센터
2541,540,10,행당시장
2541,540,10,성동우체국
2541,540,11,왕십리2동주민센터
2541,540,11,하왕치안센터
2541,540,12,왕십리역광장
2541,540,13,동마중학교
2541,540,2,도선사거리
2541,540,2,주)비젼관광호텔
2541,540,2,귀부인금거래소(본사)
2541,540,2,행당119안전센터
2541,540,4,성동구의회
2541,540,4,성동교육청
2541,540,4,성동경찰서
2541,540,4,성동구청
2541,540,4,성동구청소년수련관
2541,540,5,왕십리광장
2541,540,5,비트플렉스
2541,540,6,동마중학교
2541,540,6,마장체육센터
2541,540,6,한양시장
2541,540,6,한양대학교
2541,540,6,한양지구대
2541,540,6,사근동주민센터
2541,540,6,한양대 부속병원
2541,540,6,한양대부속중고교
2541,540,7,삼부아파트
2541,540,7,왕십리길
2541,540,8,서울연세병원
2541,540,8,성동경찰서 교통정보센터
2541,540,8,엘림신경정신과
2541,540,9,행당초등학교
2541,540,9,성동구립도서관
2541,540,9,소월아트홀
2541,540,9,무학여고
2541,540,9,행당1동 주민센터
2541,540,9,무학중학교
2541,540,9,KT행당지사
2541,540,9,동부수도사업소
2541,540,9,예스항외과
2542,541,1,삼성아파트
2542,541,1,마장삼거리
2542,541,1,성동구청 방면
2542,541,1,중앙하이츠아파트
2542,541,1,대한적십자사 서울지사 방면
2542,541,1,두산아파트
2542,541,2,한국전력공사성동지점
2542,541,2,마장현대아파트
2542,541,2,청계천 방면
2542,541,2,청계천문화관
2542,541,2,기업은행
2542,541,2,청계천 생태교실
2542,541,2,마장초등학교
2542,541,2,마장중학교
2542,541,2,마장축산물시장
2542,541,2,신답역 방면
2542,541,3,동마치안센터
2542,541,3,천주교에파타성당
2542,541,3,한양여자대학
2542,541,3,마장2교
2542,541,3,마장동주민센터
2542,541,4,한양대학교
2542,541,4,성동노인종합복지관
2542,541,4,세림아파트
2542,541,4,한대부중?고
2542,541,4,범우아파트
2542,541,4,동마중학교
2543,542,1,레미안위브아파트
2543,542,1,답십리우체국
2543,542,1,답십리1동주민센터
2543,542,2,답십리고미술상가
2543,542,3,답십리초등학교
2543,542,3,동부시장
2543,542,4,답십리사거리
2543,542,4,답십리2동주민센터
2543,542,4,장안평고미술상가
2543,542,4,답십리1치안센터
2543,542,4,하늘병원
2543,542,5,서울교통공사
2543,542,5,용답역
2543,542,5,(재)씨젠의료재단
2543,542,5,용답동주민센터
2543,542,6,용답동
2543,542,6,용답파출소
2543,542,7,올포유
2543,542,7,성동구립용답도서관
2543,542,7,용답동
2543,542,8,신답사거리
2543,542,8,마장2교
2543,542,8,신답역방면
2544,543,1,장안1동
2544,543,1,군자초등학교
2544,543,1,영동병원
2544,543,2,장안1치안센터
2544,543,2,맑은수병원
2544,543,2,장안종합사회복지관
2544,543,2,장안1동 주민센터
2544,543,2,국립농산물품질관리원 서울사무소
2544,543,3,경륜?경정 장안지점
2544,543,3,서울안평초등학교
2544,543,3,동대문구시설관리공단(동대문구민회관)
2544,543,3,장안2동
2544,543,3,동대문소방서
2544,543,3,구립 장안어린이집
2544,543,3,동대문구민회관
2544,543,3,장평중학교
2544,543,4,농협 장한평지점
2544,543,4,대한산업안전협회서울동부지회
2544,543,4,동대문소상공인지원센터
2544,543,4,동대문구민회관 방면
2544,543,4,군자교
2544,543,5,군자교
2544,543,5,군자동 방면
2544,543,5,장안평 자동차매매시장
2544,543,6,장한평 자동차산업 종합정보센터
2544,543,6,서울특별시 중랑물재생센터
2544,543,6,장안평 자동차매매시장
2544,543,7,용답동
2544,543,7,서울특별시 중랑물재생센터
2544,543,8,서울교통공사
2544,543,8,성동도로사업소
2544,543,8,서울새활용플라자
2544,543,8,서울교육문화센터
2544,543,8,용답동우체국
2545,544,1,장한평방면
2545,544,1,군자교방면
2545,544,1,삼원페이퍼갤러리
2545,544,2,중곡1동
2545,544,2,용마사거리방면
2545,544,2,중곡1동사무소
2545,544,3,중곡2동사무소
2545,544,3,신한은행
2545,544,3,광진구선거관리위원회
2545,544,4,중곡종합사회복지관
2545,544,4,용마초등학교
2545,544,4,중곡동우체국
2545,544,5,능동사무소
2545,544,5,어린이대공원(후문)
2545,544,5,연세무척나은병원
2545,544,5,능동
2545,544,6,어린이대공원(정문)
2545,544,6,능마루 먹자골목
2545,544,7,세종초등학교
2545,544,7,메가박스 군자
2545,544,7,세종대학교
2545,544,8,군자동사무소
2545,544,8,세종초
2545,544,8,군자동
2545,544,8,SC제일은행
2546,545,1,중곡4동
2546,545,1,중곡시장방면
2546,545,2,아차산 방면
2546,545,2,구의2동
2546,545,2,아차산생태공원
2546,545,2,정립회관
2546,545,2,동의초등학교
2546,545,3,경복초등학교
2546,545,3,서울물연구원
2546,545,3,구의2동사무소
2546,545,4,어린이대공원후문
2546,545,4,유니버설아트센터
2546,545,4,선화예술고등학교
2546,545,4,유니버설발레단
2546,545,5,능동
2546,545,5,서울시민교회
2547,546,1,광장중학교
2547,546,1,"아차산, 아차산생태공원, 아차산해맞이광장"
2547,546,1,광장초등학교
2547,546,1,광장동주민센터
2547,546,1,몽골 울란바타르 문화진흥원
2547,546,2,아차산(서울) 둘레길
2547,546,2,서울시립광진청소년수련관
2547,546,2,광나루현대아파트
2547,546,2,예스24 라이브홀
2547,546,2,워커힐호텔(워커힐 길)
2547,546,2,워커힐아파트
2547,546,2,광진교(리버뷰 8번가)
2547,546,2,광진정보도서관
2547,546,2,장로회신학대학교
2547,546,2,광장교회
2547,546,2,워커힐푸르지오아파트
2547,546,3,"구리, 남양주 방면 버스정류장"
2547,546,3,광남초등학교
2547,546,3,"광남중학교, 광남고등학교"
2547,546,3,극동아파트
2547,546,3,삼성아파트
2547,546,3,광장종합사회복지관
2547,546,4,"광진구청 청소과, 광진구 행정차고"
2547,546,4,동서울터미널방면
2547,546,4,구의야구공원
2547,546,4,광현교회
2547,546,4,양진중학교
2547,546,4,양진초등학교
2547,546,4,광나루지구대
2547,546,4,현대아파트
2547,546,4,국민연금공단
2547,546,4,광나루길
2548,547,1,문구거리
2548,547,1,한강시민공원(광나루지구)방면
2548,547,1,천호대교방면
2548,547,10,풍납1동주민센터
2548,547,10,풍납토성
2548,547,10,이스턴베니비스 예식장
2548,547,2,천호2동
2548,547,2,공구거리
2548,547,2,농협
2548,547,2,광진사거리
2548,547,3,천호우체국
2548,547,3,삼성전자A/S
2548,547,3,신한은행
2548,547,3,하나은행 천호동지점
2548,547,3,2001아울렛
2548,547,3,에이스아이티교육원
2548,547,3,"천호공원,강동구립해공도서관,강동구립해공노인복지관"
2548,547,4,천호3동
2548,547,5,강동종합사회복지관
2548,547,5,천호시장
2548,547,5,로데오거리
2548,547,5,천호3동주민센터
2548,547,5,강동미즈여성병원
2548,547,5,천호구사거리
2548,547,5,기업은행
2548,547,5,이마트
2548,547,6,롯데시네마
2548,547,6,"우리은행, 국민은행"
2548,547,6,성내종합시장
2548,547,7,성내2동
2548,547,8,종로간호학원
2548,547,8,풍납로
2548,547,8,강동병원
2548,547,9,삼성생명
2548,547,9,광성교회
2548,547,9,풍납1동
2548,547,9,풍납동우체국
2549,548,1,강동미즈여성병원
2549,548,1,힐탑오피스텔
2549,548,1,천호119안전센터
2549,548,1,천호3치안센터
2549,548,1,강동종합사회복지관
2549,548,1,천호3동주민센터
2549,548,2,신한은행
2549,548,2,동신중학교
2549,548,2,한림대학교강동성심병원
2549,548,2,강동세무서
2549,548,2,프라하웨딩홀
2549,548,2,국민건강보험공단 강동지사
2549,548,2,KT강동지사(강동전화국)
2549,548,2,천호현대타워아파트
2549,548,3,조은마디병원
2549,548,3,길동사거리 방면
2549,548,3,"국민연금 강동,하남지사"
2549,548,3,제일은행
2549,548,3,SK허브진
2549,548,3,성내도서관
2549,548,3,고은빛산부인과
2549,548,3,강동웨딩문화센터
2549,548,3,성내3동 방면
2549,548,4,엘웨딩홀
2549,548,4,성내종합사회복지관
2549,548,4,강동외국인근로자센터(성내종합사회복지관內)
2549,548,4,강동구청 방면
2549,548,4,"광주,하남방면 버스정류장"
2549,548,4,광장웨딩홀
2550,549,1,KT강동지사
2550,549,1,천동초등학교
2550,549,1,강동세무서
2550,549,1,한국문화센터 강동지부
2550,549,1,국민건강보험공단
2550,549,2,우성아파트
2550,549,2,길동 복조리 시장
2550,549,2,길동초등학교
2550,549,2,강동도서관
2550,549,2,길동주민센터
2550,549,3,강동우체국
2550,549,3,은평교회
2550,549,3,천년의미소 미술학원
2550,549,3,길동교회
2551,550,1,천호1동 주민센터
2551,550,1,홈플러스강동점
2551,550,1,십자성마을
2551,550,2,성덕여중
2551,550,2,강동구민회관
2551,550,2,성덕고등학교
2551,550,2,천호중학교
2551,550,3,명일1동 주민센터
2551,550,3,사랑플러스병원
2551,550,3,상암길
2551,550,3,삼익가든아파트
2551,550,4,삼익파크아파트
2551,550,4,롯데하이마트
2551,550,4,KT&G
2551,550,4,동서울종합시장
2552,551,1,강동구 미래교육혁신센터
2552,551,1,성덕고등학교
2552,551,1,천호1동
2552,551,1,성덕여자중학교
2552,551,2,명일초등학교
2552,551,2,국민은행(명일동지점)
2552,551,2,롯데캐슬아파트
2552,551,2,암사3동
2552,551,2,프라이어팰리스아파트
2552,551,3,고명초등학교
2552,551,3,아남아파트
2552,551,3,래미안명일역솔베뉴
2552,551,3,삼익그린2차아파트
2552,551,3,명덕초등학교
2552,551,3,명원초등학교
2552,551,3,서울시립고덕양로원
2552,551,3,서울특별시동부기술교육원
2552,551,3,서울장애인종합복지관
2552,551,4,명일우체국
2552,551,4,강동청소년회관
2552,551,4,우리은행(명일동지점)
2552,551,4,LG아파트
2552,551,4,명일여자고등학교
2552,551,4,국민은행(명일역자동화점)
2552,551,4,대신증권(명일동지점)
2552,551,4,명일1동주민센터
2552,551,4,신한은행(명일역지점)
2552,551,4,명일1지구대
2552,551,4,명일전통시장
2553,552,1,고덕래미안힐스테이트
2553,552,1,배재현대아파트
2553,552,1,묘곡초등학교
2553,552,2,배재고등학교
2553,552,2,명일중학교
2553,552,2,배재중학교
2553,552,2,서울장애인종합복지관
2553,552,3,고덕아이파크
2553,552,3,한국구화학교
2553,552,3,고덕상록아파트
2553,552,3,우성원
2553,552,3,온조대왕문화체육관
2553,552,3,서울컨벤션고등학교
2553,552,3,고덕평생학습관
2553,552,3,광문고등학교
2553,552,4,한영중학교
2553,552,4,한영고등학교
2553,552,4,강동아트센터
2553,552,4,명일2파출소
2553,552,4,한영외국어고등학교
2553,552,4,이마트
2553,552,4,강동경희대병원
2553,552,5,삼익그린맨션
2553,552,5,삼환아파트
2553,552,5,명일2동주민센타
2553,552,5,주양쇼핑
2553,552,5,명원초등학교
2553,552,5,명일여고
2553,552,5,신동아아파트
2554,553,1,강덕초등학교
2554,553,1,광문고등학교
2554,553,1,고덕중학교
2554,553,1,한국구화학교(우성원)
2554,553,1,온조대왕문화체육관
2554,553,1,고덕그라시움(101~139)
2554,553,1,고덕평생학습관
2554,553,1,고덕2동주민센터
2554,553,2,고덕그라시움(140~153)
2554,553,2,고덕초등학교
2554,553,3,고덕그라시움(140~153)
2554,553,4,"고덕리엔파크 1,2단지"
2554,553,4,고덕센트럴푸르지오
2554,553,5,주공 6단지(재건축중)
2554,553,5,고일초등학교
2554,553,5,고덕사회체육센터
2554,553,5,고덕아르테온(301?335)
2554,553,5,한국시각장애인복지관
2554,553,5,고덕센트럴아이파크
2554,553,6,고덕아르테온(301?335)
2554,553,7,고현초등학교
2554,553,7,고덕아르테온(336~341동)
2554,553,7,상일파출소
2554,553,7,상일동주민센터
2554,553,7,고덕동우체국
2554,553,7,고덕롯데캐슬베네루체
2554,553,7,고덕숲아이파크
2554,553,8,도시농업 파믹스센터
2554,553,8,명일근린공원
2555,P549,1,한산중학교
2555,P549,1,중앙보훈병원
2555,P549,1,한산초등학교
2555,P549,1,둔촌고등학교
2555,P549,1,둔촌중학교
2555,P549,2,위례초등학교
2555,P549,2,한전(강동지점)
2555,P549,2,동북고등학교
2555,P549,2,둔촌초등학교
2555,P549,2,둔촌1동
2555,P549,3,성내동우체국
2555,P549,3,성내3동주민센터
2555,P549,4,길동사거리 방면
2556,P550,1,세륜초등학교
2556,P550,1,창덕여자고등학교
2556,P550,1,동북고등학교
2556,P550,1,동북중학교
2556,P550,1,오륜중학교
2556,P550,1,방이119안전센터
2556,P550,1,보성중학교
2556,P550,1,강동교육청 강동송파Wee센터
2556,P550,1,보성고등학교
2556,P550,2,오륜동주민센터
2556,P550,2,올림픽선수촌아파트
2556,P550,2,오륜초등학교
2556,P550,2,오륜동우체국
2556,P550,2,오륜치안센터
2556,P550,3,국민체육진흥공단
2556,P550,3,한성백제박물관
2556,P550,3,[우수경관조망명소]올림픽공원
2556,P550,4,서울체육고등학교
2556,P550,4,한국체육대학교
2556,P550,4,서울체육중학교
2557,P551,1,기업은행(방이역지점)
2557,P551,1,새마을금고(송파중앙본점)
2557,P551,1,오금초등학교
2557,P551,1,"오금대림아파트(1,2단지)"
2557,P551,1,국민은행(방이역지점)
2557,P551,1,하나은행(방이역지점)
2557,P551,1,올림픽파크 센트레빌
2557,P551,1,오금동성당
2557,P551,1,세륜중학교
2557,P551,2,오금파출소
2557,P551,2,"현대APT(2,3,4단지)"
2557,P551,3,가락삼익맨숀
2557,P551,3,서울 방이동 고분군
2557,P551,3,방산초등학교
2557,P551,3,방산중학교
2557,P551,3,방산고등학교
2557,P551,3,우리은행(방이역지점)
2557,P551,3,한양3차APT
2557,P551,3,코오롱APT
2557,P551,3,방이대림APT
2557,P551,4,방이1동주민센터
2557,P551,4,신구블레스벨리아파트
2557,P551,4,방이초등학교
2557,P551,4,스탠다드차타드은행(방이역지점)
2557,P551,4,송파농협(신방이역점)
2557,P551,4,방이지구대
2558,P552,1,오금동주민센터
2558,P552,1,오금고등학교
2558,P552,2,오금공원
2558,P552,3,가동초등학교
2558,P552,4,가락2동주민센터
2558,P552,5,송파경찰서
2558,P552,6,석촌중학교
2558,P552,6,서울병원
2558,P552,7,송파우체국
2559,P553,1,오주중학교
2559,P553,1,송파두산위브아파트
2559,P553,1,곰두리체육센터
2559,P553,1,오금동우체국
2559,P553,1,송파도서관
2559,P553,1,오금동
2559,P553,1,오금공원
2559,P553,1,우창아파트
2559,P553,1,[우수경관조망명소]성내천
2559,P553,2,개롱초등학교
2559,P553,2,상아아파트
2559,P553,2,보인고등학교
2559,P553,2,보인중학교
2559,P553,2,삼성아파트
2559,P553,3,현대아파트
2559,P553,3,삼환가락아파트
2559,P553,3,거여동 방면
2559,P553,3,가락프라자아파트
2559,P553,4,송파중학교
2559,P553,4,가주초등학교
2559,P553,4,가동초등학교
2559,P553,4,"쌍용,극동,삼성래미안 아파트"
2559,P553,4,가락2동
2559,P553,4,문정동 방면
2560,P554,1,거여1동주민센터
2560,P554,1,거여공원
2560,P554,1,영풍초등학교
2560,P554,2,한국오카리나박물관
2560,P554,2,현대3차아파트
2560,P554,2,성내천방면
2560,P554,3,거암교회
2560,P554,3,마천동 방면
2560,P554,3,현대2차아파트
2560,P554,3,거여파출소
2560,P554,3,하나웨딩홀?부페
2560,P554,3,마천2동주민센터
2560,P554,4,거여2동주민센터
2560,P554,4,마천1동 방면
2560,P554,4,우리은행
2560,P554,5,남한산성
2560,P554,5,농협중앙회(거여역점)
2560,P554,5,하나은행(거여동지점)
2560,P554,5,쌍용아파트
2560,P554,5,거여2동
2560,P554,6,엠마뉴엘재활원
2560,P554,6,신아재활원
2560,P554,6,거원초등학교
2560,P554,6,거여아파트 1-6단지
2560,P554,6,거원중학교
2560,P554,7,거여동 성당
2560,P554,7,거여우체국
2560,P554,7,서울인공지능고등학교
2560,P554,7,거여1동
2560,P554,7,위례방면
2560,P554,7,송파구체육문화센터
2560,P554,8,현대1차아파트
2560,P554,8,우방아파트
2560,P554,8,국방과학연구소
2561,P555,1,거여제일교회
2561,P555,1,하늘산성교회
2561,P555,1,하늘산성교회
2561,P555,1,마천초등학교
2561,P555,1,마천2동 주민센터
2561,P555,1,마천우체국
2561,P555,1,마천사거리
2561,P555,1,마천1동 주민센터
2561,P555,1,거여119안전센터
2561,P555,2,송파인성장애인복지관
2561,P555,2,마천1치안센터
2561,P555,2,천마근린공원
2561,P555,2,마천중앙시장
2561,P555,2,남천초등학교
2561,P555,2,어린이 안전교육관
2561,P555,2,마천청소년수련관
2561,P555,2,송파보훈회관
2562,554,1,고덕천
2562,554,1,"고덕리엔파크 1,2단지"
2562,554,3,미사강변센트럴풍경채
2562,554,3,강동리엔파크 9~14단지
2562,554,3,강일119안전센터
2562,554,4,고덕리엔파크 3단지
2562,554,4,강명중학교
2562,554,4,서울강명초등학교
2562,554,4,첨단업무단지
2563,555,1,미사호수공원
2563,555,10,하남시장애인복지관
2563,555,10,미사호수공원
2563,555,2,미사보건센터
2563,555,2,하남시미사도서관
2563,555,2,미사파출소
2563,555,2,미사2동 행정복지센터
2563,555,3,미사2동 행정복지센터
2563,555,3,하남시미사도서관
2563,555,3,미사보건센터
2563,555,3,미사파출소
2563,555,4,한강유역환경청
2563,555,4,하남종합운동장
2563,555,5,미사경정공원
