역코드(내부),역코드(외부),출구번호,건물명
0315,325,1,인왕아파트
0315,325,1,홍제2동 주민센터
0315,325,1,홍제2동
0315,325,1,인왕산 어울림아파트
0315,325,1,홍제원현대아파트
0315,325,1,인왕산현대아파트
0315,325,2,무악재
0315,325,2,독립문 방면
0315,325,2,청구아파트
0315,325,3,안산초등학교
0315,325,3,무악재
0315,325,3,홍제삼성래미안아파트
0315,325,3,안산자락길(무악재하늘다리)
0315,325,3,독립문 방면
0315,325,4,홍제1동
0315,325,4,고은맨션아파트
0315,325,4,무악재한화아파트
0315,325,4,안산 자락길
0315,325,4,한양아파트
0316,326,1,무악재
0316,326,1,무악동사무소
0316,326,2,중소기업은행
0316,326,2,무악현대아파트
0316,326,2,무악동
0316,326,3,행촌동
0316,326,3,독립문로터리
0316,326,3,대성맨션아파트
0316,326,3,대신중.고교
0316,326,3,독립문초등학교
0316,326,3,사직터널
0316,326,03월 01일,경희궁 롯데캐슬아파트
0316,326,4,독립문극동아파트
0316,326,4,영천시장
0316,326,4,서대문독립공원
0316,326,4,독립문파출소
0316,326,4,삼호아파트
0316,326,4,금화터널
0316,326,4,천연동사무소
0316,326,4,독립문
0316,326,5,현저동
0316,326,5,서대문형무소역사관
0316,326,5,서대문구의회
0316,326,5,무악재
0316,326,5,한성과학고교
0316,326,5,서대문독립공원
0316,326,5,대한노인회서대문구지회
0317,327,1,사직터널방면
0317,327,1,사직동사무소
0317,327,1,서울시교원연수원
0317,327,1,배화여자대학교
0317,327,1,사직파출소
0317,327,1,사직공원
0317,327,1,체부동
0317,327,1,종로도서관
0317,327,1,배화여중?고교
0317,327,2,효자동사무소
0317,327,2,통인시장
0317,327,2,국립서울맹학교
0317,327,2,국립서울농학교
0317,327,3,상명대학교(버스)
0317,327,3,경복고교
0317,327,3,통의동우체국
0317,327,3,주한교황청 대사관
0317,327,3,세검정방면(버스)
0317,327,3,자하문방면
0317,327,3,통의동
0317,327,3,경기상업고교
0317,327,4,국립고궁박물관
0317,327,4,경복궁
0317,327,4,청와대
0317,327,4,국립민속박물관방면
0317,327,4,효자동
0317,327,5,삼청동길
0317,327,5,국립민속박물관방면
0317,327,5,동십자각
0317,327,5,국립고궁박물관
0317,327,5,경복궁
0317,327,5,서울시티투어버스타는곳
0317,327,6,정부정보화교육센터
0317,327,6,정부서울청사
0317,327,6,미국대사관
0317,327,6,적선동
0317,327,6,세종문화회관
0317,327,6,한국생산성본부
0317,327,7,구세군회관
0317,327,7,서울지방경찰청
0317,327,7,내자동
0317,327,7,사직터널방면
0317,327,7,천주교세종로교회
0318,328,1,서울시티투어 버스 타는곳
0318,328,1,한국걸스카웃연맹
0318,328,1,상생상회
0318,328,1,국립현대미술관 서울관
0318,328,1,국립민속박물관
0318,328,1,덕성여중고교
0318,328,1,안국동
0318,328,1,경복궁방면
0318,328,1,안국우체국
0318,328,1,정독도서관
0318,328,2,백인제 가옥
0318,328,2,가회동주민센터
0318,328,2,재동초등학교
0318,328,2,감사원방면
0318,328,2,가회동
0318,328,2,헌법재판소
0318,328,3,재동
0318,328,3,대동정보산업고교
0318,328,3,원서공원
0318,328,3,서울시티투어 버스 타는곳
0318,328,3,창덕궁
0318,328,3,중앙중.고교
0318,328,4,교동초등학교
0318,328,4,서울우리소리박물관
0318,328,4,운니동
0318,328,4,일본문화원
0318,328,4,운현초등학교
0318,328,4,덕성여대평생교육원
0318,328,4,운현궁
0318,328,4,서울경운학교
0318,328,5,경운동
0318,328,5,낙원상가
0318,328,5,서울 노인복지센터
0318,328,5,한국-아랍 친선협회
0318,328,6,국세청
0318,328,6,한국일보사
0318,328,6,종로경찰서
0318,328,6,일본대사관
0318,328,6,조계사
0318,328,6,코리아타임즈
0318,328,6,인사동
0318,328,6,종로고용안정센타
0318,328,6,골동품상가
0318,328,6,관훈동
0318,328,6,서울시티투어 버스 타는곳
0318,328,6,(주)YTN(연합뉴스)
0318,328,6,체신기념관
0318,328,6,연합뉴스
0319,329,02월 01일,CGV피카디리극장
0319,329,7,창덕궁
0319,329,7,돈화문
0319,329,8,묘동
0319,329,8,종묘
0319,329,8,종묘광장공원
0319,329,9,종로3가소방파출소
0319,329,9,단성사
0319,329,9,종로귀금속거리
0319,329,9,종로3가파출소
0320,330,1,수표동
0320,330,1,청계천 2가
0320,330,1,서울고용노동청
0320,330,1,한국국제교류재단
0320,330,1,서울고용복지+센터
0320,330,1,기계공구상가
0320,330,1,청계천 방면
0320,330,1,기업은행본점
0320,330,1,금호석유화학그룹
0320,330,1,중구문화원
0320,330,1,KDB산업은행 종로지점
0320,330,1,수표동/청계천 2가
0320,330,11,고당조만식기념관
0320,330,11,충무로3가
0320,330,12,남대문 세무서
0320,330,12,초동
0320,330,12,명동성당
0320,330,12,중부경찰서
0320,330,2,청계천 방면
0320,330,2,시립서울청소년센터
0320,330,2,을지로동주민센터
0320,330,3,을지로동주민센터
0320,330,3,을지로2가 방면
0320,330,4,시립서울청소년센터
0320,330,4,청계천
0320,330,4,수표동
0320,330,4,기계공구상가
0320,330,4,종로3가 방면
0320,330,5,청계천 방면
0320,330,5,입정동
0320,330,6,을지로4가 방면
0320,330,7,을지로4가 우체국
0320,330,7,인현동
0320,330,7,을지로 3가 치안센터
0320,330,8,인현동/충무로방면
0320,330,8,충무로방면
0320,330,8,인 현 동
0320,330,9,중부경찰서
0320,330,9,명동성당
0320,330,9,충무로방면
0320,330,9,영락교회
0321,331,1,필동사무소
0321,331,1,퇴계로 5가 방면
0321,331,1,동국대학교
0321,331,2,남산방면
0321,331,2,필동사무소
0321,331,2,남산골 한옥마을
0321,331,2,한국의집
0321,331,3,필동사무소
0321,331,3,"퇴계로 2,3,4가 방면"
0321,331,3,한국의집
0321,331,4,서울시티투어 버스 타는곳
0321,331,4,매일경제미디어센터
0321,331,4,서울시정개발연구원
0321,331,4,중부세무서
0321,331,4,"문학의집, 서울"
0321,331,4,퇴계로파출소
0321,331,4,필동1가
0321,331,4,남산골한옥마을
0321,331,4,남산방면
0321,331,4,서울시건설안전관리본부
0321,331,5,명동방면
0321,331,5,중부경찰서
0321,331,6,을지로방면
0321,331,7,인현동 1가
0321,331,7,을지로방면
0321,331,8,매일경제신문사
0321,331,9,중구청
0321,331,9,을지로 4가 우체국
0321,331,9,퇴계로 5가 방면
0322,332,1,장충동 2가
0322,332,1,장충문화체육센터
0322,332,1,퇴계로 방면
0322,332,1,서울시티투어 버스 타는곳
0322,332,1,대한간호협회
0322,332,1,충무초등학교
0322,332,2,쌍림동
0322,332,2,동대문역사문화공원방면
0322,332,2,태극당
0322,332,3,광희문 방면
0322,332,3,장충동주민센터
0322,332,3,장충동1가
0322,332,4,약수방면
0322,332,4,장충초등학교
0322,332,4,신당2동
0322,332,5,서울신라호텔
0322,332,5,중부수도사업소
0322,332,5,장충체육관
0322,332,5,한국자유총연맹
0322,332,6,장충동2가
0322,332,6,동국 대학교
0322,332,6,남산순환 버스 정류소
0322,332,6,민주평화통일자문회의 사무처
0322,332,6,공연예술박물관
0322,332,6,남산서울타워
0322,332,6,장충단공원
0322,332,6,남산공원
0322,332,6,국립극장
0322,332,6,장충파출소
0323,333,1,가온도서관
0323,333,1,장충초등학교
0323,333,10,다산동 주민센터
0323,333,10,장충체육관
0323,333,2,신당2동 치안센터
0323,333,3,대경상업고등학교
0323,333,3,신당우체국
0323,333,3,청구초등학교
0323,333,3,청구동 주민센터
0323,333,3,약수하이츠 아파트
0323,333,4,중구시설관리공단
0323,333,4,중구상공회의소
0323,333,4,금호터널
0323,333,5,중구청소년수련관
0323,333,5,약수지구대
0323,333,5,남산타운아파트
0323,333,5,약수시장
0323,333,5,서울방송고등학교
0323,333,5,중구진로직업체험지원센터
0323,333,7,약수동 주민센터
0323,333,7,구립약수노인종합복지관
0323,333,9,장충중학교
0323,333,9,장충고등학교
0323,333,9,신당종합사회복지관
0323,333,9,장원중학교
0324,334,1,금호공원
0324,334,1,두산아파트
0324,334,1,금호터널
0324,334,1,금호로터리
0324,334,1,금호초등학교
0324,334,1,금남시장
0324,334,1,금호3가동사무소
0324,334,1,대우아파트
0324,334,1,금호4가파출소
0324,334,2,금호4가파출소
0324,334,2,대우아파트
0324,334,2,마을버스정류장
0324,334,2,금남시장
0324,334,3,롯데아파트
0324,334,3,옥수터널
0324,334,3,금옥초등학교
0324,334,3,금호4가동
0324,334,4,서울방송고등학교
0324,334,4,옥수1동사무소
0324,334,4,옥수터널
0324,334,4,독서당길
0325,335,1,옥수동
0325,335,1,달맞이봉공원
0325,335,2,동호대교
0325,335,3,옥수하이츠아파트
0325,335,3,옥수강변풍림아이원아파트
0325,335,3,옥수종합사회복지관
0325,335,3,한남하이츠아파트
0325,335,3,이촌한강공원
0325,335,4,극동그린아파트
0325,335,4,옥수강변풍림아이원아파트
0325,335,4,극동아파트
0325,335,4,옥정중학교
0325,335,4,옥수동 주민센터
0325,335,4,옥정초등학교
0325,335,4,옥수동삼성아파트
0325,335,4,옥수하이츠아파트
0325,335,4,옥수파출소(지구대/치안센터)
0325,335,4,한남하이츠아파트
0325,335,5,동호대교
0325,335,6,옥수동
0325,335,7,옥수동삼성아파트
0325,335,7,금호동대우아파트
0325,335,7,미타사
0325,335,7,옥수현대아파트
0326,336,1,압구정동 주민센터
0326,336,1,압구정중.고교
0326,336,1,구현대아파트
0326,336,1,서울현대아파트우체국
0326,336,1,압구정파출소
0326,336,1,압구정초등학교
0326,336,2,글로벌 사이버대학교
0326,336,2,신구중학교
0326,336,2,로데오거리방면
0326,336,2,국민건강보험공단 강남북부지사
0326,336,3,현대맨션
0326,336,3,압구정동
0326,336,3,신구중학교
0326,336,4,논현동방면
0326,336,4,역삼동방면
0326,336,4,신사동
0326,336,5,신사동주민센터
0326,336,5,신구초등학교
0326,336,6,강남관광정보센터
0326,336,6,신현대아파트
0326,336,6,현대고등학교
0326,336,6,한강공원(잠원지구)
0326,336,6,동호대교방면
0326,336,6,신사중학교
0326,336,6,미성아파트
0327,337,1,논현아파트
0327,337,1,서울세관방면
0327,337,1,국민연금 강남지사
0327,337,1,학동공원
0327,337,1,논현1동
0327,337,2,논현1동
0327,337,3,강남대로
0327,337,3,영동시장
0327,337,4,새서울맨션
0327,337,4,잠원동
0327,337,4,강남대로
0327,337,5,잠원동
0327,337,5,한신신반포아파트
0327,337,5,설악아파트
0327,337,6,한남대교
0327,337,6,신사동
0327,337,7,신사동
0327,337,8,신사파출소
0327,337,8,신사동사무소
0327,337,8,압구정방면
0327,337,8,신사동
0328,338,1,매일상가
0328,338,1,신동근린공원
0328,338,1,신사동방면
0328,338,1,"신반포APT(8,10,11,17차)"
0328,338,2,7호선 반포역
0328,338,2,녹원아파트
0328,338,2,거목상가
0328,338,2,경원중학교
0328,338,2,반포한양아파트
0328,338,2,반포종합사회복지관
0328,338,3,그린 아파트
0328,338,3,스타빌딩
0328,338,3,청구 아파트
0328,338,3,한강공원(잠원)
0328,338,3,한신신반포아파트
0328,338,3,한신메디피아
0328,338,3,로얄 아파트
0328,338,4,신화아파트
0328,338,4,미주파스텔아파트
0328,338,4,대림아파트
0328,338,4,잠원한신우편취급국
0328,338,4,잠원치안센터
0328,338,4,잠원동주민센터
0328,338,4,서초여성가족플라자
0328,338,4,신동초.중학교
0329,339,1,꽃도매상가(경부선고속터미널 3층)
0329,339,1,화물취급소
0329,339,1,"고속버스터미널(경부선,영동선)"
0329,339,2,반포미도아파트
0329,339,3,사평로
0329,339,5,국립중앙도서관
0329,339,5,서래공원
0329,339,5,서래마을
0329,339,5,쉐라톤 서울팔레스 강남호텔
0329,339,5,래미안 퍼스티지 아파트
0329,339,6,반포2동
0329,339,7,조달청
0329,339,7,반포4동
0329,339,7,"가톨릭대학교(의과,간호대학)"
0329,339,7,국립중앙도서관
0329,339,7,서울성모병원
0329,339,7,메리어트호텔
0329,339,8,강남터미널지하상가(고투몰)
0329,339,8,강남신세계백화점
0329,339,8,고속버스터미널(호남선)
0329,339,08월 01일,반포자이아파트
0329,339,08월 01일,반포센트럴 자이아파트
0329,339,08월 02일,"한강고수부지,반포대교"
0329,339,08월 02일,강남 뉴코아 아울렛
0329,339,08월 02일,한신아파트
0330,340,10,대한법률구조공단 서울중앙지부
0330,340,11,법원(후문)
0330,340,11,주택상가건물임대차분쟁조정위원회
0330,340,11,서울고등중앙지방법원
0330,340,11,서울고등.중.회생법원
0330,340,11,법원내 우체국
0330,340,11,고속터미널방면
0330,340,13,강남정일학원
0330,340,13,서초1동
0330,340,13,서초구립 중앙노인종합복지관
0330,340,13,서울교대부속초등학교
0330,340,13,서울교육대학교
0330,340,14,국민건강보험공단 서초남부지사
0330,340,14,남부터미널방면
0330,340,4,서초4동
0330,340,6,서초4동
0330,340,7,삼풍아파트
0330,340,8,서초3동
0330,340,8,서초3파출소
0330,340,9,서초역방면
0330,340,9,지방공기업평가원
0331,341,1,서울교육대학
0331,341,1,서초 1동주민센터
0331,341,2,뱅뱅사거리
0331,341,2,서초파출소
0331,341,3,서일초등학교
0331,341,3,국제전자센터
0331,341,3,서초 1동우체국
0331,341,4,서초 1동
0331,341,04월 01일,공무원교육원
0331,341,5,서초 3동주민센터
0331,341,5,예술의 전당
0331,341,5,남부시외버스터미널
0331,341,5,국립국악원
0331,341,6,서초고용센터
0331,341,6,기업은행
0331,341,6,서울고교
0331,341,6,서초3동
0332,342,1,남부순환도로
0332,342,1,서초동
0332,342,1,영동중학교
0332,342,1,한전 강남지점
0332,342,12,"서초구청,외교센터,남부순환로"
0332,342,12,국립외교원
0332,342,12,서울시인재개발원
0332,342,2,강남대로
0332,342,2,뱅뱅사거리
0332,342,2,KW컨벤션센터
0332,342,3,강남대로
0332,342,3,야구협회(KBO)
0332,342,3,뱅뱅사거리
0332,342,4,건설산업교육원
0332,342,4,은광여자고등학교
0332,342,4,도곡동
0332,342,4,은성중학교
0332,342,4,양재전화국
0332,342,5,양재우체국
0332,342,5,양재파출소
0332,342,5,양재1동사무소
0332,342,5,서초구립 양재종합사회복지관
0332,342,6,양재동
0332,342,6,서초여성인력개발원
0332,342,9,엘타워
0332,342,9,서초구민회관
0332,342,9,"서초문화예술회관,일동제약"
0332,342,9,서울가정/행정법원
0333,343,1,도곡1동
0333,343,1,대림아파트
0333,343,1,양재전화국
0333,343,2,삼성아파트
0333,343,2,매봉터널
0333,343,3,우성아파트
0333,343,3,개포한신아파트
0333,343,4,도곡2동주민센터
0333,343,4,강남수도사업소
0333,343,4,대치중학교
0333,343,4,럭키아파트
0334,344,1,숙명여중고교
0334,344,1,중앙대부속고교
0334,344,1,서울대도초등학교
0334,344,2,래미안대치팰리스.1단지아파트
0334,344,2,동부센트레빌아파트
0334,344,2,단국대부속중.고교
0334,344,3,개포고교
0334,344,3,우성아파트
0334,344,3,선경아파트
0334,344,3,대청중학교
0334,344,4,타워팰리스
0334,344,4,구룡중학교
0334,344,4,군인공제회
0335,345,1,대치1동
0335,345,1,래미안대치팰리스
0335,345,1,남서울종합시장
0335,345,2,대치삼성래미안아파트
0335,345,2,대치치구대
0335,345,2,한티근린공원
0335,345,3,은마아파트우체국
0335,345,3,은마아파트
0335,345,3,대치2동
0335,345,4,남부순환로
0335,345,4,은마아파트
0335,345,5,대치2동
0335,345,5,대곡초등학교
0335,345,5,미도아파트
0335,345,6,강남구의회
0335,345,6,강남구민회관
0335,345,6,개포동
0335,345,7,개포동
0335,345,7,선경아파트
0335,345,7,강남구민회관
0335,345,8,대치1동
0335,345,8,대치초등학교
0335,345,8,선경아파트
0335,345,8,우성아파트
0336,346,1,미도아파트
0336,346,1,쌍용아파트
0336,346,1,한국가스안전공사 서울지역본부
0336,346,1,우성아파트
0336,346,1,SETEC(서울무역전시컨벤션센터)
0336,346,1,은마아파트
0337,347,1,대진체육관
0337,347,1,대진초등학교
0337,347,1,대청타워
0337,347,2,서울시탄천물재생센터
0337,347,3,삼성아파트
0337,347,3,일원청소년독서실
0337,347,3,대청공원
0337,347,3,일원지구대
0337,347,3,일원1동 방향
0337,347,4,영희초등학교
0337,347,4,중동고등학교
0337,347,5,래미안개포루체하임아파트
0337,347,5,대우아파트
0337,347,5,우성아파트
0337,347,6,우성아파트
0337,347,6,개포동방면
0337,347,6,공무원아파트
0337,347,7,강남우체국
0337,347,7,수서경찰서
0337,347,7,하상장애인종합복지관
0337,347,7,강남종합사회복지관
0337,347,7,강남구 가정건강지원센터
0337,347,7,일원2동사무소
0337,347,8,대청아파트
0337,347,8,서울주택도시공사
0337,347,8,대치아파트
0338,348,1,목련타운
0338,348,1,삼성서울병원
0338,348,1,환승주차장
0338,348,1,왕북초등학교
0338,348,2,목련타운
0338,348,2,수서삼성아파트
0338,348,2,광평대군묘역
0338,348,2,까치마을
0338,348,3,광평로
0338,348,4,서울특별시아동복지센터
0338,348,4,시립수서청소년센터
0338,348,4,대왕중학교
0338,348,4,일원본동주민센터
0338,348,4,대모초등학교
0338,348,4,서울특별시여성보호센터
0338,348,4,일원본동우체국
0338,348,5,상록수아파트
0338,348,5,서울로봇고등학교
0338,348,5,가람아파트
0338,348,5,청솔 빌리지
0338,348,5,한솔 아파트
0338,348,6,일원로
0338,348,6,샘터마을
0338,348,6,푸른마을
0338,348,7,중산고교
0338,348,7,밀알학교
0339,349,1,동익ㆍ신동아아파트
0339,349,1,서울특별시아동복지센터
0339,349,1,서울특별시여성보호센터
0339,349,1,대진디자인고등학교
0339,349,1,북주차장
0339,349,1,일원터널 방면
0339,349,1,태화기독교사회복지관
0339,349,1,남주차장
0339,349,2,명화종합사회복지관
0339,349,2,주공ㆍ삼익ㆍ한아름아파트
0339,349,2,세종고교
0339,349,2,수서중학교
0339,349,2,수서초등학교
0339,349,2,수서ic방면
0339,349,3,수서파출소
0339,349,3,수서동주민센터
0339,349,3,강남스포츠문화센터
0339,349,3,수서우체국
0339,349,4,도시개발아파트(수서6단지)
0339,349,4,강남세움복지관
0339,349,5,농수산도매시장
0339,349,5,수서종합사회복지관
0339,349,5,가락동 방면
0339,349,5,거여동 방면
0339,349,5,강남세움복지관
0339,349,6,세곡동방면
0339,349,6,남주차장
0339,349,6,서울둘레길 4코스
0339,349,6,자곡동방면
0339,349,6,"성남, 분당방면"
0339,349,6,탄허기념박물관
0339,349,6,서울공항방면
0339,349,6,대모산입구
0339,349,6,궁마을
0341,351,1,건강보험심사평가원 서울지원
0341,351,1,경찰병원
0341,351,1,서울신가초등학교
0341,351,1,IT벤처타워
0341,351,1,서울동부고용노동지청
0341,351,2,가락근린공원
0341,351,2,가락쌍용스윗닷홈 3차
0341,351,2,경찰병원 장례식장
0341,351,3,송파중학교
0341,351,3,가락풍림아파트
0341,351,3,가락쌍용1차아파트
0341,351,4,가락우성2차아파트
0341,351,4,송파중학교
0341,351,4,문정동 가락현대1차 아파트
0341,351,4,문정동 로데오거리
0342,352,1,오금고등학교
0342,352,1,오금동주민센터
0342,352,2,오금공원
0342,352,3,가동초등학교
0342,352,4,가락2동주민센터
0342,352,5,송파경찰서
0342,352,6,서울병원
0342,352,6,석촌중학교
0342,352,7,송파우체국
0409,409,1,에스컬레이터(E/S) 공사로 폐쇄
0409,409,2,상계3동우체국
0409,409,2,상계종합사회복지관
0409,409,3,당고개파출소
0409,409,3,신상계초등학교
0409,409,4,에스컬레이터(E/S) 공사로 폐쇄
0410,410,1,중계동
0410,410,1,상계제일중학교
0410,410,1,청암아파트
0410,410,1,중계 주공 아파트 3-5단지
0410,410,1,"재현 중, 고등학교"
0410,410,1,중계4동 주민센터
0410,410,1,불암산 등산로입구
0410,410,1,성원아파트
0410,410,1,"현대, 염광 아파트"
0410,410,1,중계 중앙 하이츠 아파트
0410,410,1,미래산업과학고등학교
0410,410,2,불암산 등산로입구
0410,410,2,중계4동 주민센터
0410,410,2,중계동
0410,410,2,청암아파트
0410,410,2,"현대, 염광 아파트"
0410,410,2,중계 중앙 하이츠 아파트
0410,410,2,중계 주공 아파트 3-5단지
0410,410,2,성원아파트
0410,410,2,상계제일중학교
0410,410,2,미래산업과학고등학교
0410,410,3,중계온마을센터
0410,410,3,노원수학문화관
0410,410,3,노원어린이도서관
0410,410,3,중계종합사회복지관
0410,410,3,"재현 중, 고등학교"
0410,410,3,청암중고등학교
0410,410,4,상계 중앙시장
0410,410,4,상계2동 주민센터
0410,410,4,상계5동 주민센터
0410,410,4,"상계 대림, 벽산 아파트"
0410,410,4,상계동
0410,410,5,"상계 대림, 벽산 아파트"
0411,411,1,상계7동 주민센터
0411,411,1,상계119안전센터
0411,411,1,상계7파출소
0411,411,1,상계2동 주민센터
0411,411,1,상계중학교
0411,411,1,성민복지관
0411,411,1,노원역지구대
0411,411,10,온곡중학교
0411,411,10,노원정보도서관
0411,411,10,동양엔파트아파트
0411,411,10,상계10동우체국
0411,411,10,상계초등학교
0411,411,10,우성아파트
0411,411,2,기업은행 노원역지점
0411,411,2,노원구청
0411,411,2,상계주공아파트1?6단지
0411,411,2,노원 헌혈의 집
0411,411,2,국민연금공단 도봉노원지사
0411,411,2,KT노원지사
0411,411,2,상수초등학교
0411,411,2,한국성서대학교
0411,411,2,신상중학교
0411,411,2,한전노원도봉지사
0411,411,2,KDB산업은행 노원지점
0411,411,3,노원역4거리
0411,411,4,롯데백화점
0411,411,4,상계제2동
0411,411,5,"상계주공4,5,6단지"
0411,411,6,"상계주공1,2,3단지"
0411,411,7,노원구청
0411,411,8,도봉운전면허시험장
0411,411,9,용화여고
0411,411,9,상월초등학교
0411,411,9,도봉운전면허시험장
0411,411,9,창동지하철차량기지
0411,411,9,"대림,현대아파트"
0411,411,9,상계주공아파트 7?15단지
0412,412,1,창동동아우편취급국
0412,412,1,상계주공아파트17-19단지
0412,412,1,하나로마트 창동점
0412,412,1,창4동주민센터
0412,412,1,서울도봉경찰서
0412,412,1,노원세무서
0412,412,1,창동문화체육센터
0412,412,1,동아아파트
0412,412,2,창5동우체국
0412,412,2,창동아파트2단지
0412,412,2,삼성래미안아파트
0412,412,2,북부교육청
0412,412,2,창5동주민센터
0412,412,2,창일중학교
0412,412,2,창동아파트3단지
0412,412,2,상아아파트
0412,412,2,창일초등학교
0412,412,2,동아그린아파트
0412,412,2,서울북부지방법원 등기국
0412,412,2,창동초등학교
0412,412,2,이마트 창동점
0413,413,1,창동방면
0413,413,1,창북중학교
0413,413,1,쌍문사거리
0413,413,1,도봉구민회관
0413,413,2,한국통신 도봉전화국
0413,413,2,기업은행쌍문역지점
0413,413,2,창동시장
0413,413,2,천주교 창동교회
0413,413,3,승강편의시설 설치공사로 3번출구 폐쇄(20/8/18~완료시)
0413,413,4,금호아파트
0413,413,4,정의여중.고교
0413,413,4,쌍문3동
0413,413,4,신도봉중학교
0414,414,1,한천로
0414,414,1,번1동주민센터
0414,414,2,강북경찰서
0414,414,3,번동 방면
0414,414,3,화계사
0414,414,3,번동북부시장
0414,414,4,국민연금성북강북지사
0414,414,4,수유 시외버스 정류장
0414,414,4,국립4?19 민주묘지 방면
0414,414,4,미아방면
0414,414,5,강북노인종합복지관
0414,414,5,수유3동주민센터
0414,414,5,수유중앙시장
0414,414,6,수유중앙시장
0414,414,6,덕성여대
0414,414,7,수유동
0414,414,8,수유3동 우체국
0414,414,8,강북종합시장
0414,414,8,강북구청
0415,415,1,성신여대 운정그린캠퍼스
0415,415,1,한국전력 강북지점
0415,415,2,서울사이버대학
0415,415,2,신일중고등학교
0415,415,2,미아동주민센터
0415,415,3,강북구보훈회관
0415,415,3,강북실버종합복지센터
0415,415,4,서울애화학교
0415,415,4,강북우체국
0415,415,4,국민건강보험공단 강북지사
0415,415,4,성북강북교육청
0415,415,4,한국방송통신대
0415,415,4,kt전화국
0415,415,4,화계초등학교
0415,415,5,성신병원
0415,415,5,도봉세무서
0415,415,5,성암국제무역고
0415,415,6,삼양시장
0415,415,6,삼양초등학교
0415,415,7,구세군강북종합사회복지관
0415,415,7,미양중고등학교
0415,415,8,수유초등학교
0415,415,8,수유시장
0415,415,8,강북여성 인력개발센터
0416,416,1,롯데백화점 미아점
0416,416,1,송중동 주민센터
0416,416,1,송중 초등학교
0416,416,1,솔샘지구대(미아4파출소)
0416,416,1,햇빛병원
0416,416,1,성바오로 딸 수도회
0416,416,2,송중동 주민센터
0416,416,2,"창문여중,고교"
0416,416,2,방천시장
0416,416,2,월곡종합사회복지관/성북외국인근로자센터
0416,416,3,하월곡 시장
0416,416,3,빅토리아호텔
0416,416,3,서울도시과학기술고등학교
0416,416,3,CGV
0416,416,4,이마트
0416,416,4,숭인치안센터(파출소)
0416,416,4,뉴타운 장례식장
0416,416,4,길음2동
0416,416,4,래미안 길음 센터피스 아파트
0416,416,5,송천동
0416,416,5,숭인시장
0416,416,5,영훈초등학교
0416,416,6,영훈중.고교
0416,416,6,도봉119안전센터
0416,416,6,도봉세무서
0416,416,6,서울 송천동 우체국
0416,416,6,영훈초등학교
0417,417,1,종암삼성래미안아파트
0417,417,1,삼부아파트
0417,417,10,성북우체국
0417,417,10,미아시장
0417,417,10,돈암범양아파트
0417,417,10,성북고용안정센터
0417,417,10,돈암현대아파트
0417,417,10,길음환승주차장
0417,417,10,돈암1동 주민센터
0417,417,2,성북소방서
0417,417,2,돈암동부센트레빌아파트
0417,417,2,종암경찰서
0417,417,2,돈암삼성아파트
0417,417,3,삼부아파트
0417,417,3,길음119안전센터
0417,417,3,정릉길
0417,417,3,국민대학교 방면
0417,417,3,길음시장
0417,417,3,금호어울림센터힐아파트
0417,417,3,서경대학교 방면
0417,417,3,우성아파트
0417,417,4,길음시장
0417,417,4,삼부아파트
0417,417,5,길음1치안센터
0417,417,6,길음1치안센터
0417,417,7,계성고등학교
0417,417,7,길음시장
0417,417,7,삼양로
0417,417,7,길음1동 주민센터
0417,417,8,길음동부아파트
0417,417,8,길음종합사회복지관
0417,417,9,길음2동 주민센터
0418,418,1,동선동 3가
0418,418,1,미아리고개
0418,418,1,성신여중.고교
0418,418,1,성신여대
0418,418,2,동선동 1가
0418,418,2,성북구청
0418,418,2,동선파출소
0418,418,2,돈암우체국
0418,418,2,성북경찰서
0418,418,3,돈암시장
0418,418,3,돈암소방파출소
0418,418,4,"동소문한신,한진아파트"
0418,418,4,돈암초등학교
0418,418,4,송산아파트
0418,418,4,동소문동 6가
0418,418,5,우촌초등학교
0418,418,5,동선 2동사무소
0418,418,5,돈암 파출소
0418,418,5,기업은행
0418,418,5,정덕초등학교
0418,418,6,무중력지대 성북
0418,418,6,아리랑고개
0418,418,6,흥천사(구신흥사)
0418,418,6,동소문동
0418,418,6,동선동 5가
0418,418,7,성북시각장애인복지관
0418,418,7,미아리고개
0418,418,7,매원초등학교
0418,418,7,동선동 4가
0418,418,7,고명중.정보산업고교
0419,419,1,"동소문동 2,3가 방면"
0419,419,1,돈암동 방면
0419,419,2,삼선시장
0419,419,2,한성여중.고교
0419,419,2,경동고등학교
0419,419,2,한성대학교
0419,419,3,성북세무서
0419,419,3,삼선치안센터
0419,419,3,"삼선동 1,3가 방면"
0419,419,3,한성대학교
0419,419,3,한성대학교
0419,419,4,혜화방면
0419,419,4,가톨릭대학교 신학대학(성신교정)
0419,419,5,성북동 주민센터
0419,419,5,혜화문
0419,419,5,성북예술창작터
0419,419,5,경신중.고교
0419,419,5,한양도성 혜화동 전시안내센터
0419,419,5,성북1치안센터
0419,419,6,동구마케팅고등학교.동구여자중학교
0419,419,6,홍익중.고교
0419,419,6,한신한진아파트
0419,419,6,성북문화원
0419,419,6,녹색연합
0419,419,6,우촌초등학교
0419,419,7,돈암동 방면
0419,419,7,동소문동우체국
0419,419,7,삼선중학교
0419,419,7,동소문동송산아파트
0420,420,1,혜화 천주교회
0420,420,1,혜화동 방면
0420,420,1,가톨릭대학교 성신대학
0420,420,1,흥사단
0420,420,1,"동성 중,고교"
0420,420,1,동숭동
0420,420,2,마로니에 공원
